seq_length,category
29456,Category 2
29456,Category 1
29456,Category 1
29456,Category 1
29456,Category 1
29456,Category 1
29456,Category 1
29457,Category 1
29457,Category 1
29457,Category 1
29457,Category 1
29457,Category 1
29457,Category 1
29458,Category 2
29458,Category 1
29458,Category 1
29458,Category 1
29458,Category 1
29458,Category 1
29458,Category 1
29458,Category 1
29459,Category 1
29459,Category 1
29459,Category 1
29459,Category 1
29459,Category 1
29459,Category 1
29459,Category 1
29459,Category 1
29459,Category 1
29459,Category 1
29460,Category 1
29460,Category 2
29460,Category 1
29460,Category 1
29460,Category 1
29460,Category 1
29460,Category 1
29461,Category 1
29461,Category 2
29461,Category 1
29461,Category 1
29461,Category 1
29461,Category 1
29461,Category 1
29461,Category 1
29461,Category 1
29461,Category 1
29461,Category 1
29461,Category 1
29461,Category 1
29461,Category 1
29461,Category 1
29461,Category 1
29461,Category 1
29462,Category 1
29462,Category 2
29462,Category 1
29462,Category 1
29462,Category 1
29462,Category 1
29462,Category 1
29462,Category 1
29462,Category 1
29462,Category 1
29462,Category 1
29463,Category 2
29463,Category 1
29463,Category 1
29463,Category 2
29463,Category 1
29463,Category 1
29463,Category 1
29463,Category 1
29464,Category 2
29464,Category 1
29464,Category 1
29464,Category 1
29464,Category 1
29464,Category 1
29464,Category 1
29464,Category 1
29464,Category 1
29464,Category 1
29464,Category 1
29464,Category 1
29465,Category 1
29465,Category 1
29465,Category 1
29466,Category 1
29466,Category 1
29467,Category 2
29467,Category 1
29467,Category 1
29467,Category 1
29467,Category 1
29467,Category 1
29468,Category 2
29468,Category 1
29468,Category 1
29468,Category 1
29468,Category 2
29468,Category 1
29468,Category 1
29468,Category 1
29468,Category 1
29468,Category 1
29469,Category 1
29469,Category 1
29469,Category 1
29469,Category 2
29469,Category 1
29470,Category 2
29470,Category 1
29470,Category 1
29470,Category 1
29470,Category 1
29470,Category 1
29470,Category 1
29471,Category 1
29471,Category 1
29471,Category 1
29471,Category 1
29472,Category 1
29472,Category 2
29472,Category 2
29472,Category 1
29472,Category 1
29472,Category 1
29473,Category 1
29473,Category 2
29473,Category 1
29473,Category 1
29473,Category 1
29474,Category 2
29474,Category 1
29474,Category 1
29474,Category 1
29474,Category 2
29474,Category 1
29474,Category 1
29474,Category 1
29474,Category 1
29475,Category 1
29475,Category 2
29475,Category 1
29475,Category 1
29475,Category 1
29476,Category 1
29476,Category 2
29476,Category 2
29476,Category 1
29476,Category 1
29476,Category 1
29476,Category 1
29476,Category 1
29477,Category 2
29477,Category 1
29477,Category 1
29477,Category 1
29478,Category 2
29478,Category 1
29478,Category 1
29479,Category 1
29479,Category 1
29480,Category 1
29480,Category 1
29480,Category 1
29480,Category 1
29480,Category 1
29481,Category 1
29481,Category 1
29481,Category 1
29481,Category 1
29482,Category 1
29482,Category 1
29483,Category 1
29483,Category 1
29483,Category 1
29484,Category 1
29484,Category 1
29484,Category 1
29484,Category 1
29484,Category 1
29484,Category 1
29484,Category 1
29485,Category 1
29485,Category 1
29485,Category 1
29485,Category 1
29486,Category 1
29487,Category 1
29487,Category 1
29487,Category 1
29488,Category 1
29488,Category 1
29488,Category 1
29489,Category 2
29489,Category 1
29489,Category 2
29489,Category 1
29490,Category 1
29490,Category 1
29490,Category 1
29490,Category 1
29490,Category 1
29490,Category 1
29490,Category 1
29490,Category 1
29491,Category 1
29491,Category 1
29492,Category 2
29492,Category 1
29492,Category 2
29492,Category 1
29492,Category 1
29492,Category 1
29493,Category 1
29493,Category 2
29494,Category 1
29494,Category 1
29495,Category 1
29495,Category 1
29496,Category 1
29496,Category 1
29497,Category 1
29499,Category 1
29499,Category 1
29501,Category 2
29501,Category 2
29501,Category 1
29501,Category 1
29502,Category 2
29502,Category 1
29502,Category 1
29502,Category 1
29502,Category 1
29503,Category 2
29503,Category 1
29503,Category 1
29503,Category 1
29503,Category 1
29504,Category 1
29504,Category 1
29504,Category 1
29504,Category 2
29504,Category 1
29505,Category 1
29505,Category 2
29505,Category 1
29506,Category 1
29506,Category 1
29506,Category 1
29507,Category 1
29507,Category 1
29508,Category 1
29508,Category 1
29508,Category 1
29509,Category 1
29509,Category 1
29509,Category 1
29510,Category 1
29510,Category 1
29510,Category 1
29510,Category 1
29510,Category 2
29511,Category 1
29511,Category 2
29511,Category 1
29511,Category 1
29511,Category 1
29511,Category 2
29511,Category 1
29511,Category 1
29511,Category 1
29511,Category 1
29511,Category 1
29511,Category 2
29511,Category 1
29511,Category 2
29511,Category 1
29511,Category 1
29511,Category 1
29511,Category 1
29511,Category 1
29512,Category 2
29512,Category 1
29512,Category 1
29512,Category 1
29512,Category 1
29513,Category 1
29514,Category 2
29514,Category 2
29514,Category 1
29514,Category 1
29515,Category 1
29516,Category 2
29517,Category 1
29517,Category 2
29517,Category 2
29517,Category 1
29517,Category 1
29518,Category 1
29518,Category 1
29518,Category 1
29519,Category 1
29519,Category 2
29519,Category 1
29519,Category 1
29519,Category 1
29520,Category 1
29521,Category 1
29521,Category 1
29521,Category 1
29521,Category 1
29521,Category 1
29521,Category 1
29521,Category 1
29522,Category 1
29522,Category 1
29522,Category 1
29522,Category 1
29523,Category 1
29523,Category 1
29523,Category 1
29523,Category 1
29524,Category 1
29524,Category 2
29525,Category 1
29525,Category 2
29525,Category 1
29525,Category 1
29526,Category 1
29526,Category 1
29526,Category 1
29526,Category 1
29527,Category 1
29527,Category 1
29527,Category 2
29527,Category 1
29527,Category 1
29528,Category 1
29528,Category 2
29528,Category 1
29528,Category 1
29528,Category 1
29528,Category 1
29529,Category 1
29529,Category 2
29529,Category 1
29529,Category 1
29529,Category 1
29529,Category 1
29530,Category 2
29531,Category 1
29531,Category 1
29532,Category 1
29533,Category 1
29533,Category 1
29533,Category 1
29534,Category 1
29534,Category 2
29534,Category 1
29534,Category 1
29535,Category 2
29535,Category 1
29535,Category 1
29535,Category 1
29536,Category 2
29536,Category 1
29536,Category 1
29536,Category 1
29536,Category 2
29536,Category 1
29536,Category 2
29536,Category 2
29536,Category 1
29537,Category 2
29537,Category 1
29537,Category 1
29537,Category 1
29537,Category 1
29537,Category 1
29537,Category 1
29537,Category 1
29538,Category 1
29538,Category 1
29538,Category 2
29538,Category 1
29539,Category 1
29539,Category 1
29539,Category 2
29539,Category 1
29540,Category 1
29540,Category 1
29540,Category 1
29541,Category 1
29541,Category 2
29541,Category 1
29541,Category 1
29541,Category 1
29541,Category 1
29541,Category 1
29541,Category 2
29541,Category 2
29541,Category 1
29541,Category 1
29541,Category 2
29541,Category 1
29542,Category 1
29542,Category 1
29542,Category 1
29542,Category 1
29542,Category 1
29542,Category 1
29542,Category 1
29543,Category 1
29543,Category 1
29543,Category 1
29543,Category 1
29543,Category 2
29543,Category 2
29543,Category 1
29543,Category 1
29544,Category 2
29544,Category 1
29544,Category 1
29544,Category 1
29544,Category 1
29544,Category 1
29544,Category 1
29545,Category 1
29545,Category 1
29545,Category 1
29545,Category 1
29545,Category 1
29545,Category 2
29545,Category 1
29545,Category 1
29547,Category 1
29547,Category 2
29547,Category 2
29547,Category 1
29547,Category 1
29547,Category 1
29547,Category 1
29547,Category 1
29547,Category 1
29547,Category 1
29547,Category 1
29548,Category 1
29548,Category 2
29548,Category 1
29548,Category 1
29548,Category 1
29549,Category 1
29549,Category 1
29549,Category 1
29549,Category 1
29550,Category 2
29550,Category 1
29550,Category 1
29550,Category 1
29551,Category 1
29552,Category 1
29553,Category 1
29553,Category 2
29553,Category 2
29553,Category 1
29553,Category 1
29553,Category 2
29553,Category 1
29554,Category 1
29554,Category 2
29554,Category 1
29555,Category 1
29555,Category 2
29555,Category 1
29555,Category 1
29555,Category 1
29555,Category 1
29555,Category 1
29556,Category 1
29556,Category 1
29557,Category 1
29557,Category 1
29557,Category 1
29557,Category 2
29557,Category 1
29557,Category 1
29558,Category 1
29558,Category 2
29558,Category 1
29558,Category 1
29558,Category 1
29558,Category 1
29558,Category 1
29559,Category 1
29559,Category 1
29559,Category 1
29559,Category 1
29559,Category 2
29560,Category 2
29560,Category 1
29560,Category 1
29560,Category 1
29560,Category 1
29561,Category 1
29561,Category 1
29561,Category 2
29561,Category 1
29562,Category 2
29562,Category 2
29562,Category 1
29562,Category 2
29562,Category 1
29562,Category 1
29562,Category 1
29562,Category 1
29562,Category 1
29563,Category 1
29563,Category 1
29563,Category 1
29563,Category 1
29563,Category 1
29563,Category 1
29564,Category 1
29564,Category 1
29564,Category 1
29564,Category 1
29564,Category 1
29564,Category 1
29564,Category 1
29564,Category 1
29564,Category 1
29564,Category 1
29564,Category 1
29565,Category 1
29565,Category 1
29565,Category 1
29565,Category 1
29566,Category 2
29566,Category 1
29566,Category 1
29566,Category 1
29567,Category 1
29567,Category 1
29567,Category 1
29567,Category 1
29568,Category 1
29568,Category 2
29568,Category 2
29568,Category 1
29568,Category 1
29568,Category 1
29568,Category 1
29569,Category 2
29569,Category 1
29569,Category 1
29569,Category 2
29569,Category 1
29570,Category 1
29570,Category 1
29570,Category 2
29570,Category 2
29571,Category 1
29571,Category 2
29571,Category 2
29571,Category 1
29571,Category 1
29571,Category 1
29572,Category 1
29572,Category 1
29572,Category 1
29572,Category 2
29572,Category 2
29572,Category 1
29572,Category 1
29572,Category 1
29572,Category 2
29572,Category 1
29572,Category 1
29572,Category 1
29572,Category 2
29572,Category 1
29573,Category 1
29573,Category 1
29573,Category 1
29573,Category 1
29573,Category 2
29573,Category 1
29573,Category 1
29573,Category 1
29573,Category 1
29573,Category 1
29573,Category 1
29573,Category 1
29573,Category 1
29573,Category 1
29573,Category 1
29573,Category 1
29573,Category 1
29573,Category 2
29573,Category 1
29574,Category 1
29574,Category 1
29574,Category 1
29574,Category 1
29575,Category 1
29575,Category 1
29576,Category 1
29576,Category 2
29576,Category 1
29576,Category 1
29576,Category 1
29576,Category 1
29576,Category 1
29577,Category 1
29578,Category 1
29578,Category 1
29578,Category 1
29578,Category 1
29578,Category 1
29578,Category 1
29578,Category 1
29578,Category 1
29579,Category 1
29579,Category 1
29579,Category 1
29579,Category 1
29579,Category 2
29579,Category 1
29579,Category 1
29579,Category 1
29579,Category 1
29579,Category 1
29580,Category 1
29580,Category 1
29580,Category 1
29580,Category 2
29580,Category 2
29580,Category 1
29580,Category 1
29580,Category 1
29580,Category 1
29580,Category 1
29581,Category 1
29581,Category 1
29581,Category 1
29581,Category 1
29582,Category 1
29582,Category 1
29582,Category 2
29582,Category 1
29583,Category 2
29583,Category 1
29583,Category 2
29583,Category 1
29583,Category 1
29584,Category 1
29584,Category 1
29584,Category 1
29584,Category 1
29584,Category 1
29584,Category 1
29585,Category 1
29586,Category 2
29586,Category 1
29586,Category 1
29588,Category 1
29589,Category 2
29589,Category 1
29589,Category 1
29589,Category 1
29590,Category 1
29590,Category 1
29590,Category 1
29590,Category 1
29590,Category 1
29591,Category 1
29591,Category 2
29591,Category 2
29592,Category 1
29592,Category 1
29592,Category 1
29593,Category 1
29593,Category 1
29593,Category 1
29593,Category 1
29593,Category 1
29594,Category 2
29594,Category 1
29594,Category 1
29595,Category 1
29595,Category 2
29595,Category 1
29595,Category 2
29595,Category 1
29596,Category 1
29596,Category 1
29596,Category 1
29596,Category 1
29596,Category 1
29597,Category 1
29597,Category 1
29597,Category 1
29598,Category 1
29598,Category 1
29598,Category 2
29598,Category 1
29598,Category 1
29598,Category 1
29598,Category 1
29598,Category 2
29598,Category 1
29599,Category 1
29599,Category 1
29599,Category 1
29599,Category 1
29599,Category 1
29599,Category 1
29599,Category 1
29599,Category 1
29599,Category 1
29599,Category 1
29600,Category 1
29600,Category 2
29600,Category 1
29600,Category 1
29600,Category 1
29600,Category 1
29601,Category 1
29602,Category 1
29602,Category 1
29602,Category 1
29602,Category 1
29602,Category 1
29603,Category 1
29603,Category 1
29603,Category 1
29603,Category 1
29603,Category 1
29603,Category 1
29604,Category 1
29604,Category 1
29604,Category 1
29604,Category 1
29604,Category 1
29604,Category 1
29606,Category 1
29606,Category 1
29607,Category 1
29607,Category 1
29607,Category 1
29607,Category 1
29607,Category 1
29607,Category 1
29608,Category 1
29608,Category 1
29609,Category 1
29609,Category 1
29609,Category 1
29609,Category 1
29610,Category 1
29610,Category 1
29610,Category 1
29611,Category 2
29611,Category 1
29611,Category 1
29611,Category 2
29612,Category 1
29612,Category 1
29613,Category 1
29613,Category 1
29613,Category 1
29613,Category 1
29614,Category 1
29615,Category 1
29615,Category 1
29616,Category 2
29616,Category 1
29617,Category 1
29618,Category 2
29618,Category 1
29618,Category 1
29619,Category 1
29619,Category 1
29619,Category 1
29619,Category 2
29620,Category 1
29620,Category 1
29620,Category 2
29620,Category 1
29621,Category 1
29621,Category 1
29621,Category 1
29622,Category 1
29622,Category 1
29622,Category 1
29622,Category 1
29623,Category 1
29623,Category 1
29623,Category 1
29624,Category 1
29624,Category 1
29625,Category 1
29625,Category 1
29625,Category 2
29626,Category 1
29627,Category 1
29627,Category 1
29627,Category 1
29627,Category 2
29627,Category 1
29627,Category 1
29628,Category 1
29628,Category 2
29628,Category 1
29629,Category 1
29630,Category 1
29630,Category 1
29630,Category 1
29630,Category 1
29630,Category 1
29631,Category 2
29631,Category 2
29631,Category 1
29631,Category 1
29632,Category 1
29632,Category 2
29632,Category 1
29633,Category 1
29633,Category 2
29633,Category 2
29634,Category 1
29634,Category 1
29635,Category 1
29635,Category 1
29636,Category 2
29636,Category 1
29637,Category 1
29638,Category 1
29638,Category 1
29639,Category 1
29639,Category 1
29641,Category 1
29641,Category 2
29641,Category 1
29642,Category 1
29642,Category 2
29643,Category 1
29643,Category 1
29644,Category 1
29644,Category 1
29644,Category 1
29644,Category 1
29644,Category 1
29645,Category 1
29645,Category 1
29645,Category 1
29647,Category 1
29648,Category 1
29648,Category 1
29649,Category 1
29650,Category 1
29650,Category 1
29650,Category 1
29650,Category 1
29650,Category 1
29650,Category 1
29651,Category 1
29652,Category 1
29652,Category 1
29652,Category 1
29652,Category 1
29652,Category 1
29652,Category 1
29652,Category 1
29653,Category 1
29653,Category 1
29654,Category 1
29654,Category 1
29654,Category 1
29655,Category 1
29655,Category 1
29655,Category 1
29657,Category 1
29657,Category 1
29659,Category 2
29661,Category 1
29661,Category 1
29662,Category 2
29668,Category 1
29669,Category 1
29670,Category 1
29673,Category 1
29674,Category 1
29674,Category 2
29675,Category 1
29677,Category 1
29678,Category 1
29679,Category 2
29681,Category 1
29681,Category 2
29683,Category 1
29683,Category 1
29684,Category 1
29684,Category 1
29685,Category 1
29685,Category 1
29687,Category 1
29688,Category 1
29689,Category 1
29690,Category 1
29691,Category 1
29692,Category 1
29693,Category 1
29693,Category 1
29694,Category 2
29694,Category 2
29694,Category 1
29696,Category 1
29696,Category 1
29697,Category 1
29697,Category 1
29697,Category 1
29698,Category 1
29698,Category 2
29703,Category 1
29703,Category 1
29703,Category 1
29704,Category 1
29707,Category 1
29707,Category 1
29709,Category 1
29709,Category 1
29709,Category 1
29710,Category 1
29713,Category 1
29715,Category 1
29715,Category 1
29716,Category 1
29716,Category 1
29718,Category 1
29718,Category 2
29722,Category 2
29723,Category 2
29723,Category 1
29723,Category 1
29723,Category 2
29724,Category 1
29724,Category 1
29724,Category 1
29724,Category 2
29725,Category 1
29726,Category 1
29734,Category 1
29735,Category 1
29737,Category 1
29737,Category 1
29737,Category 1
29739,Category 1
29739,Category 1
29739,Category 1
29741,Category 1
29741,Category 1
29742,Category 1
29744,Category 1
29745,Category 1
29745,Category 1
29745,Category 2
29745,Category 1
29747,Category 1
29747,Category 1
29747,Category 2
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 2
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 2
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 2
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 2
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 2
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29747,Category 1
29749,Category 1
29750,Category 1
29750,Category 1
29750,Category 1
29751,Category 1
29751,Category 1
29752,Category 1
29752,Category 1
29755,Category 1
29756,Category 1
29757,Category 1
29757,Category 1
29757,Category 1
29757,Category 1
29758,Category 1
29758,Category 1
29758,Category 1
29758,Category 1
29758,Category 1
29758,Category 1
29758,Category 1
29758,Category 1
29758,Category 1
29758,Category 1
29758,Category 1
29758,Category 1
29758,Category 1
29758,Category 1
29758,Category 1
29758,Category 1
29758,Category 1
29758,Category 1
29758,Category 1
29758,Category 1
29758,Category 1
29758,Category 1
29758,Category 1
29758,Category 1
29758,Category 1
29758,Category 1
29758,Category 1
29758,Category 1
29758,Category 1
29758,Category 1
29758,Category 1
29758,Category 1
29758,Category 1
29758,Category 1
29758,Category 1
29758,Category 1
29758,Category 1
29758,Category 1
29758,Category 1
29759,Category 1
29759,Category 1
29762,Category 1
29763,Category 1
29763,Category 1
29763,Category 1
29763,Category 1
29763,Category 1
29763,Category 1
29763,Category 1
29763,Category 1
29763,Category 1
29763,Category 1
29763,Category 1
29763,Category 1
29763,Category 1
29763,Category 1
29763,Category 1
29763,Category 1
29763,Category 1
29763,Category 1
29763,Category 1
29763,Category 1
29763,Category 1
29763,Category 1
29763,Category 1
29763,Category 1
29763,Category 1
29763,Category 1
29763,Category 1
29763,Category 1
29763,Category 1
29763,Category 1
29763,Category 1
29763,Category 1
29763,Category 1
29763,Category 1
29763,Category 1
29763,Category 1
29763,Category 1
29763,Category 1
29763,Category 1
29763,Category 1
29763,Category 1
29763,Category 1
29763,Category 1
29763,Category 1
29763,Category 2
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29764,Category 1
29768,Category 1
29770,Category 1
29772,Category 1
29772,Category 1
29775,Category 1
29776,Category 1
29776,Category 1
29779,Category 1
29779,Category 1
29779,Category 1
29779,Category 1
29780,Category 1
29781,Category 1
29781,Category 1
29781,Category 1
29782,Category 1
29782,Category 1
29782,Category 1
29782,Category 1
29782,Category 1
29782,Category 1
29782,Category 1
29782,Category 1
29782,Category 1
29782,Category 1
29782,Category 1
29782,Category 1
29782,Category 1
29782,Category 1
29786,Category 2
29786,Category 2
29786,Category 2
29786,Category 2
29786,Category 2
29786,Category 2
29786,Category 1
29786,Category 2
29786,Category 2
29786,Category 2
29786,Category 2
29786,Category 2
29786,Category 1
29786,Category 2
29786,Category 1
29786,Category 2
29787,Category 2
29787,Category 2
29787,Category 1
29787,Category 1
29787,Category 1
29787,Category 1
29787,Category 1
29788,Category 2
29789,Category 2
29790,Category 2
29792,Category 1
29792,Category 1
29792,Category 1
29793,Category 1
29793,Category 1
29793,Category 1
29793,Category 1
29794,Category 2
29802,Category 1
29803,Category 1
29803,Category 1
29803,Category 1
29803,Category 1
29804,Category 1
29811,Category 1
29812,Category 1
29812,Category 1
